Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2022/000148;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL- EL PARDO;001208;34201;62599;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2022/000404;OBRAS DE CONSERVACIÓN EN CENTROS DEPORTIVOS DEL DISTRITO FUENCARRAL-EL PARDO;001208;34201;63200;;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2022/002017;CENTRO DEPORTIVO LA MASÓ, COLONIA MIRASIERRA. OBRAS DE MEJORA Y AMPLIACIÓN (ID 19: 10541);001208;34201;63200;;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2022/000150;EQUIPAMIENTO SERVCIOS ADMINISTRATIVOS DISTRITO DE FUENCARRAL - EL PARDO;001208;92001;62500;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;208;FUENCARRAL-EL PARDO
2022/000151;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE FUENCARRAL-EL PARDO;001208;93302;63200;;50.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;208;FUENCARRAL-EL PARDO
2022/000412;MEJORA DE ITINERARIOS PEATONALES EN EL BARRIO DE ARGÜELLES;001209;15322;61910;5;15.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2021/000628;EFICIENCIA ENERGÉTICA,MEJORA Y ACONDICIONAMIENTO COLEGIOS PÚBLICOS DE MONCLOA-ARAVACA (ID 19: 11520);001209;32301;63200;5;200.000,00;05;EDUCACIÓN;00;COLEGIOS;209;MONCLOA-ARAVACA
2022/000512;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE MONCLOA-ARAVACA;001209;32301;63200;;683.455,00;05;EDUCACIÓN;00;COLEGIOS;209;MONCLOA-ARAVACA
2022/000012;PLACAS CONMEMORATIVAS DISTRITO MONCLOA-ARAVACA. INSTALACION;001209;33401;60999;;6.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;209;MONCLOA-ARAVACA
2022/002011;ZONA DEPORTIVA ÁREA POSTERIOR ERMITA SAN ANTONIO DE LA FLORIDA. REGENERACIÓN ESPACIO (ID 19: 10323);001209;34201;63200;5;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;209;MONCLOA-ARAVACA
2022/002023;CAMPO DE FÚTBOL EN EL PARQUE DE LA BOMBILLA. ILUMINACIÓN (ID 20: 13722);001209;34201;61999;5;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;62302;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;62500;;9.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;63599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;63500;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2022/000011;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE MONCLOA-ARAVACA;001209;92001;63302;;400;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2021/000631;OBRAS DE MEJORA Y ACONDICIONAMIENTO EDIFICIOS DISTRITO DE MONCLOA-ARAVACA;001209;93302;63200;;20.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;209;MONCLOA-ARAVACA
2021/000589;MEJORAS DE ACCESIBILIDAD Y MOVILIDAD EN DIVERSAS CALLES DEL DISTRITO DE LATINA;001210;15322;61910;;980;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;210;LATINA
2022/000273;VÍAS PÚBLICAS DISTRITO LATINA. ACTUACIONES DE MEJORA Y ACCESIBILIDAD;001210;15322;61910;;2.000.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;210;LATINA
2022/000274;ZONA VERDE C/ VALLE INCLAN, 20. OBRAS DE ADECUACIÓN Y ACONDICIONAMIENTO;001210;17102;61921;;300.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;210;LATINA
2022/000478;CONEXIÓN PEATONAL CALLES SEPÚLVEDA Y MONSALUPE. MEJORA ACCESIBILIDAD (ID 20: 13124);001210;17102;61999;5;600.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;210;LATINA
2021/001097;CENTROS EDUCATIVOS DEL DISTRITO DE LATINA. SISTEMAS DE ALARMA ANTIINTRUSIÓN;001210;32301;63200;;100.000,00;05;EDUCACIÓN;00;COLEGIOS;210;LATINA
2022/000237;OBRAS DE REFORMA CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE LATINA;001210;32301;63200;;450.000,00;05;EDUCACIÓN;00;COLEGIOS;210;LATINA
2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;001210;32601;62200;5;3.950.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;210;LATINA
2022/000278;EQUIPAMIENTO CENTROS SOCIOCULTURALES DEL DISTRITO DE LATINA;001210;33401;62300;;18.000,00;10;CULTURA;03;CENTROS CULTURALES;210;LATINA
2022/000278;EQUIPAMIENTO CENTROS SOCIOCULTURALES DEL DISTRITO DE LATINA;001210;33401;62599;;18.000,00;10;CULTURA;03;CENTROS CULTURALES;210;LATINA
2021/000591;OBRAS DE MEJORA Y ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DEL DISTRITO DE LATINA;001210;34201;63200;;746;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;210;LATINA
2021/001328;CENTRO DEPORTIVO GALLUR. ADECUACIÓN RECORRIDO CARDIOSALUDABLE;001210;34201;63200;5;700.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2021/002052;POLIDEPORTIVO DE ALUCHE. REHABILITACIÓN PISTA DE HOCKEY,VELÓDROMO Y VALLADO (ID 20: 12682);001210;34201;63200;5;200.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2022/000271;OBRAS DE REFORMA INSTALACIONES DEPORTIVAS DEL DISTRITO DE LATINA;001210;34201;63200;;1.000.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2022/000275;SERVICIOS ADMINISTRATIVOS DISTRITO DE LATINA. MOBILIARIO DE OFICINA;001210;92001;62500;;50.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;210;LATINA
2022/000276;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE LATINA;001210;92001;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;210;LATINA
2022/000277;OBRAS DE REFORMA DE EDIFICIOS DEL DISTRITO DE LATINA;001210;93302;63200;;250.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;210;LATINA
2022/000500;C/ LAUREANO LEONOR. OBRAS ACONDICIONAMIENTO DE LA URBANIZACIÓN;001211;15322;61910;5;177.067,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;211;CARABANCHEL
2022/000501;ZONAS VERDES COLONIA PAN BENDITO. ACONDICIONAMIENTO DE ÁREAS ESTANCIALES;001211;17102;61921;5;300.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;211;CARABANCHEL
2021/002053;COLEGIO PÚBLICO JULIÁN BESTERIO. ACONDICIONAMIENTO PATIOS (ID 18: 3153);001211;32301;63200;5;300.000,00;05;EDUCACIÓN;00;COLEGIOS;211;CARABANCHEL
2022/000513;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CARABANCHEL;001211;32301;63200;;100.000,00;05;EDUCACIÓN;00;COLEGIOS;211;CARABANCHEL
2022/000247;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CARABANCHEL;001211;34201;63999;;79.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;211;CARABANCHEL
2021/000547;DIVERSAS CALLES BARRIO DE SAN FERMÍN. REMODELACIÓN Y MEJORA ACCESIBILIDAD;001212;15322;61904;5;147.500,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2021/000549;PLAZA ENTRE CALLES FAUSTA ELORZ Y MIRASIERRA. OBRAS DE REFORMA;001212;15322;61904;5;1.053,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2021/001342;PLAZA DEL PILÓN, BARRIO DE PRADOLONGO. REHABILITACIÓN ESCENARIO;001212;15322;61999;5;430;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2021/001343;CAMINO VIEJO DE VILLAVERDE, 14-22, BARRIO DE ORCASITAS. REHABILITACIÓN ESPACIO PÚBLICO;001212;15322;61999;5;147.424,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2020/000309;PLAZA DEL PUEBLO , ORCASUR. CONSTRUCCIÓN DE AUDITORIO/ESCENARIO;001212;17102;60999;5;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2021/001339;ZONA VERDE C/ CRISTO DE LA VICTORIA, 23. INSTALACIÓN ÁREA BIOSALUDABLE Y ÁREA CALISTENIA;001212;17102;60913;5;430;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;212;USERA
2021/002062;ZONA VERDE C/CRISTO DE LA VEGA Y SAN FROILÁN. ADPTACIÓN ÁREAS DEPORTIVAS E INFANTILES (ID 20: 16866);001212;17102;61921;5;154.676,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/000492;ZONA VERDE POPULAR MADRILEÑA DISTRITO DE USERA. REHABILITACIÓN;001212;17102;60921;5;350.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/002039;CIRCUITOS DEPORTIVOS EN ZONAS VERDES DEL BARRIO DE ORCASITAS . INSTALACIÓN (ID 20: 16866);001212;17102;60999;5;200.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2022/000192;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;62599;;2.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2022/000192;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;63500;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2022/000192;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;63599;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2022/000191;CENTROS SERVICIOS SOCIALES DISTRITO DE USERA. MOBILIARIO Y EQUIPOS DE OFICINA;001212;23106;62500;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;212;USERA
2022/000411;COLEGIO PÚBLICO PRADOLONGO. OBRAS DE ACONDICIONAMIENTO DEL PATIO;001212;32301;63200;;150.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2022/000493;COLEGIOS PÚBLICOS DISTRITO USERA. OBRAS ADAPTACIÓN PATIOS INCLUSIVOS;001212;32301;63200;5;510.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2022/000518;OBRAS DE REPARACIÓN Y CONSERVACIÓN EN COLEGIOS PÚBLICOS DEL DISTRITO DE USERA;001212;32301;63200;;210.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2022/000198;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO DE USERA;001212;33401;63599;;4.000,00;10;CULTURA;03;CENTROS CULTURALES;212;USERA
2022/000198;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO DE USERA;001212;33401;62599;;4.000,00;10;CULTURA;03;CENTROS CULTURALES;212;USERA
2021/000550;DEPORTIVO BÁSICO RANCHO DEL CORDOBÉS. OBRAS REFORMA Y MEJORA DE LAS INSTALACIONES;001212;34201;61999;5;750.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2021/000551;DEPORTIVO BÁSIO ZOFÍO. OBRAS DE REFORMA Y MEJORA DE LAS INSTALACIONES;001212;34201;61999;5;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2021/000554;CENTRO DEPORTIVO ORCASUR. ADAPTACIÓN NUEVAS PISTAS DE PÁDEL Y VESTUARIOS;001212;34201;63200;5;550.870,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2021/000555;CENTRO DEPORTIVO ORCASUR. ADAPTACIÓN NUEVO CAMPO DE FÚTBOL Y VESTUARIOS;001212;34201;63200;5;942.541,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2021/000598;OBRAS MEJORA INSTALACIONES Y ACONDICIONAMIENTO DEPORTIVOS BÁSICOS DISTRITO USERA;001212;34201;61999;;750.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2021/000601;OBRAS DE MEJORA Y ACONDICIONAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;63200;;521.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000186;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;62300;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000186;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;62500;;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000186;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;62599;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000186;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;63500;;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000186;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;001212;34201;63599;;20.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000408;CENTRO DEPORTIVO ORCASUR. OBRAS DE ADECUACIÓN DE LA CUBIERTA DEL PABELLÓN DE BALONCESTO;001212;34201;63200;;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/000494;DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN;001212;34201;60999;5;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2022/000195;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE USERA;001212;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2022/000195;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL  DISTRITO DE USERA;001212;92001;63599;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2021/000602;OBRAS SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS DISTRITO DE USERA;001212;93302;63200;;130.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;212;USERA
2022/000407;CENTRO MAYORES MANUEL BRINGAS. OBRAS VENTILACIÓN FORJADO SANITARIO Y ACONDICIONAMIENTO;001212;93302;63200;;100.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2021/001416;C/ANTONIA CALAS,CASCO ANTIGUO PUENTE VALLECAS.ADECUACIÓN DEL ESPACIO PÚBLICO Y MEJORA ACCESIBILIDAD;001213;15322;61904;5;25.175,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS
2022/000477;CASCO ANTIGUO PUENTE DE VALLECAS. MEJORA MOVILIDAD PEATONAL Y MOTORA;001213;15322;61904;5;274.825,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS
2022/000542;CALLES PEÑA FALCONERA Y PEÑA AMAYA. MEJORA ZONAS PEATONAL Y AJARDINADA;001213;15322;61904;;300.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS
2021/001059;CREACIÓN RUTA DE ROCÓDROMOS ZONAS VERDES DISTRITO PUENTE DE VALLECAS  (ID 20: 16310);001213;17102;60999;5;375.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;213;PUENTE DE VALLECAS
2021/001163;INSTALACIONES DEPORTIVAS BIOSALUDABLES EN EL DISTRITO DE PUENTE DE VALLECAS;001213;17103;60999;5;375.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;213;PUENTE DE VALLECAS
2022/000357;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;63500;;2.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2022/000357;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;62601;;4.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2022/000357;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;62599;;39.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2022/000373;EQUIPAMIENTO CENTRO DE SERVICIOS SOCIALES SAN DIEGO;001213;23106;63599;;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2022/000373;EQUIPAMIENTO CENTRO DE SERVICIOS SOCIALES SAN DIEGO;001213;23106;62599;;91.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2022/000374;SERVICIOS SALUBRIDAD DISTRITO PUENTE DE VALLECAS. KIT PARA DETERMINACION CALIDAD ACEITES;001213;31101;62302;;500;04;SALUD PÚBLICA;02;HIGIENE;213;PUENTE DE VALLECAS
2022/000514;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE PUENTE DE VALLECAS;001213;32301;63200;;2.677.000,00;05;EDUCACIÓN;00;COLEGIOS;213;PUENTE DE VALLECAS
2022/000362;CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS. PANTALLAS PUBLICITARIAS;001213;33401;62599;;15.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2022/000363;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;001213;33401;62599;;17.500,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2022/000363;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;001213;33401;63599;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2022/000363;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;001213;33401;62500;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2022/000363;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;001213;33401;63500;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2022/000367;EQUIPAMIENTO PISCINA CLIMATIZADA DEL CENTRO DEPORTIVO PALOMERAS;001213;34201;62300;;3.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000367;EQUIPAMIENTO PISCINA CLIMATIZADA DEL CENTRO DEPORTIVO PALOMERAS;001213;34201;62599;;60.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000367;EQUIPAMIENTO PISCINA CLIMATIZADA DEL CENTRO DEPORTIVO PALOMERAS;001213;34201;63599;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000367;EQUIPAMIENTO PISCINA CLIMATIZADA DEL CENTRO DEPORTIVO PALOMERAS;001213;34201;62999;;58.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000368;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;62599;;30.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000368;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;63500;;60.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000368;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;63599;;62.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000368;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;62600;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000369;CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS. GRUAS ACCESO DISCAPACITADOS A PISCINAS;001213;34201;62599;;45.850,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000375;EQUIPAMIENTO CAFETERIA CENTRO DEPORTIVO PALOMERAS;001213;34201;63599;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2022/000139;VÍAS PÚBLICAS DEL DISTRITO DE MORATALAZ. OBRAS DE REMODELACIÓN;001214;15322;61904;;85.623,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2022/000503;VÍAS PÚBLICAS DISTRITO DE MORATALAZ. PAVIMENTOS E ITINERARIOS ACCESIBLES;001214;15322;61910;5;60.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2022/000504;VÍAS PÚBLICAS DISTRITO DE MORATALAZ. REPOSICIÓN DE MOBILIARIO URBANO;001214;15322;61913;5;23.381,00;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;214;MORATALAZ
2022/000524;C/ HACIENDA DE PAVONES, DISTRITO MORATALAZ. ADECUACIÓN DE CIRCUITO BIOSALUDABLE;001214;15322;61904;5;80.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2022/000525;ZONA VERDE C/ FUENTE CARRANTONA, MORATALAZ. ADECUACIÓN DE CIRCUITO BIOSALUDABLE;001214;17102;61904;5;40.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;214;MORATALAZ
2022/000133;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO MORATALAZ;001214;32301;63200;;1.237.000,00;05;EDUCACIÓN;00;COLEGIOS;214;MORATALAZ
2022/000135;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO DE MORATALAZ;001214;34201;63200;;85.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;214;MORATALAZ
2022/000136;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE MORATALAZ;001214;93302;63200;;85.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;214;MORATALAZ
2022/000261;VIALES PÚBLICOS EN EL DISTRITO DE CIUDAD LINEAL. REMODELACIÓN;001215;15322;61910;;21.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
