CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001207;23102;02;06;NIÑOS VALORADOS Y EN SEGUIMIENTO EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA.;NÚMERO;118
001207;23102;02;05;NIÑAS VALORADAS Y EN SEGUIMIENTO EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA;NÚMERO;130
001207;23102;02;04;MENORES VALORADOS Y EN SEGUIMIENTO EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA;NÚMERO;248
001207;23102;02;03;NIÑOS DERIVADOS A CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;100
001207;23102;02;02;NIÑAS DERIVADAS A CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;115
001207;23102;02;01;MENORES DERIVADOS A CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;215
001207;23102;02;15;NIÑAS VALORADAS EN LA COMISIÓN DE APOYO FAMILIAR;NÚMERO;45
001207;23102;02;16;MENORES Y ADOLESCENTES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL;NÚMERO;177
001207;23102;02;17;MUJERES ATENDIDAS SERVICIO EDUCACIÓN SOCIAL;NÚMERO;102
001207;23102;02;18;HOMBRES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL;NÚMERO;75
001207;23102;02;19;MENORES ABSENTISTAS EN SEGUIMIENTO-EN INTERVENCIÓN SS.SS;NÚMERO;33
001207;23102;02;20;MUJERES ABSENTISTAS EN SEGUIMIENTO-EN INTERVENCIÓN SS.SS;NÚMERO;12
001207;23102;02;21;HOMBRES ABSENTISTAS EN SEGUIMIENTO-EN INTERVENCIÓN SS.SS;NÚMERO;21
001207;23102;02;22;REUNIONES COMISION DE ABSENTISMO ESCOLAR;NÚMERO;4
001207;23102;02;23;JORNADA INFANTIL;NÚMERO;1
001207;23102;02;24;PARTICIPANTES EN LA JORNADA INFANTIL;NÚMERO;400
001207;23102;02;25;MUJERES PARTICIPANTES EN LA JORNADA INFANTIL;NÚMERO;222
001207;23102;02;26;HOMBRES PARTICIPANTES EN LA JORNADA INFANTIL;NÚMERO;178
001207;23102;02;27;MENORES DE 18 AÑOS CON MEDIDAS DE PROTECCIÓN;NÚMERO;50
001207;23102;02;28;NIÑAS MENORES DE 18 AÑOS CON MEDIDAS DE PROTECCIÓN;NÚMERO;26
001207;23102;02;29;NIÑOS MENORES DE 18 AÑOS CON MEDIDAS DE PROTECCIÓN;NÚMERO;24
001207;23102;02;30;UNIDADES FAMILIARES ATENDIDAS EN SERVICIO DE EDUCACION SOCIAL;NÚMERO;75
001207;23102;02;31;ADOLESCENTES PARTICIPANTES EN MEDIDAS LUDICAS;NÚMERO;20
001207;23102;02;32;MUJERES PARTICIPANTES EN MEDIDAS LUDICAS;NÚMERO;12
001207;23102;02;33;HOMBRES PARTICIPANTES EN MEDIDAS LUDICAS;NÚMERO;8
001207;23102;03;10;PADRES ATENDIDOS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;30
001207;23102;03;09;MADRES ATENDIDAS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;44
001207;23102;03;08;PADRES Y MADRES ATENDIDOS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;74
001207;23102;03;07;NIÑOS ATENDIDOS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;23
001207;23102;03;06;NIÑAS ATENDIDAS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;21
001207;23102;03;05;MENORES ATENDIDOS EN ESPACIO DE SOCIALIZACIÓN;NÚMERO;44
001207;23102;03;04;ESPACIO DE SOCIALIZACIÓN;NÚMERO;1
001207;23102;03;03;HOMBRES PARTICIPANTES EN TALLERES DE PREVENCIÓN DE LA VIOLENCIA;NÚMERO;183
001207;23102;03;02;MUJERES PARTICIPANTES EN TALLERES DE PREVENCIÓN DE LA VIOLENCIA;NÚMERO;182
001207;23102;03;01;PARTICIPANTES EN TALLERES DE PREVENCIÓN DE LA VIOLENCIA;NÚMERO;365
001207;23102;04;04;HOMBRES ADSCRITOS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;23
001207;23102;04;03;MUJERES ADSCRITAS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;77
001207;23102;04;02;PERSONAS ADSCRITAS A LOS SERVICIOS CONTRATADOS;NÚMERO;9
001207;23102;04;01;CONTRATOS QUE INCLUYEN, ENTRE SUS CLÁUSULAS SOCIALES, DE IGUALDAD, FOMENTO DE LA CONCILIACIÓN Y CORRESPONSABILIDAD;NÚMERO;3
001207;23103;01;01;PERSONAS MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;2150
001207;23103;01;02;MUJERES USUARIAS DEL SERVIOS DE AYUDA A DOMICILIO;NÚMERO;1710
001207;23103;01;03;HOMBRES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;440
001207;23103;01;04;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS;PORCENTAJE;80
001207;23103;01;05;SOLIC. PREST. SERVICIO AYUDA A DOMICILIO PARA PERSONAS MAYORES;NÚMERO;400
001207;23103;01;06;MUJERES SOLIC. PREST. SERVICIO AYUDA A DOMICILIO PARA PERSONAS MAYORES;NÚMERO;260
001207;23103;01;07;HOMBRES SOLIC. PREST. SERVICIO AYUDA A DOMICILIO PARA PERSONAS MAYORES;NÚMERO;140
001207;23103;01;08;PERSONAS MAYORES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;165
001207;23103;01;09;MUJERES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;113
001207;23103;01;10;HOMBRES USUARIOS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;52
001207;23103;01;11;PERSONAS MAYORES USUARIAS DEL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;35
001207;23103;01;12;MUJERES USUARIAS DEL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;10
001207;23103;01;13;HOMBRES USUARIOS DEL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;25
001207;23103;01;14;PERSONAS MAYORES USUARIAS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;5500
001207;23103;01;15;MUJERES USUARIAS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;3850
001207;23103;01;16;HOMBRES USUARIOS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;1650
001207;23103;01;17;BENEFICIARIOS DE AYUDAS PARA NECESIDADES BÁSICAS;NÚMERO;15
001207;23103;01;18;MUJERES BENEFICIARIAS DE AYUDAS PARA NECESIDADES BÁSICAS;NÚMERO;7
001207;23103;01;19;HOMBRES BENEFICIARIOS DE AYUDAS PARA NECESIDADES BÁSICAS;NÚMERO;8
001207;23103;01;20;BENEFICIARIOS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;5
001207;23103;01;21;MUJERES BENEFICIARIAS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;3
001207;23103;01;22;HOMBRES BENEFICIARIOS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;2
001207;23103;01;23;AYUDAS TÉCNICAS PARA LA MOVILIDAD;NÚMERO;30
001207;23103;01;24;MUJERES PERCEPTORAS DE AYUDAS TÉCNICAS PARA LA MOVILIDAD;NÚMERO;20
001207;23103;01;25;HOMBRES PERCEPTORES DE AYUDAS TÉCNICAS PARA LA MOVILIDAD;NÚMERO;10
001207;23103;01;26;SERVICIOS DE AYUDA A DOMICILIO EXCEPCIONAL TRAMITADOS;NÚMERO;60
001207;23103;01;27;MUJERES BENEFICIARIAS DEL SERVICIO DE AYUDA A DOMICILIO EXCEPCIONAL;NÚMERO;40
001207;23103;01;28;HOMBRES BENEFICIARIOS DEL SERVICIO DE AYUDA A DOMICILIO EXCEPCIONAL;NÚMERO;20
001207;23103;01;29;PROYECTO DE TERAPIA OCUPACIONAL Y ATENCION A PERSONAS MAYORES VULNERABLES;NÚMERO;1
001207;23103;01;30;MAYORES ATENDIDOS EN PROYECTO DE TERAPIA OCUPACIONAL Y ATENCION A PERSONAS MAYORES VULNERABLES;NÚMERO;200
001207;23103;01;31;MUJERES ATENDIDAS EN PROYECTO DE TERAPIA OCUPACIONAL Y ATENCION A PERSONAS MAYORES VULNERABLES;NÚMERO;160
001207;23103;01;32;HOMBRES ATENDIDOS EN PROYECTO DE TERAPIA OCUPACIONAL Y ATENCION A PERSONAS MAYORES VULNERABLES;NÚMERO;40
001207;23103;02;01;CENTROS DE MAYORES DEL DISTRITO;NÚMERO;2
001207;23103;02;02;SOCIOS DE LOS CENTROS DE MAYORES;NÚMERO;11032
001207;23103;02;03;MUJERES SOCIAS DE LOS CENTROS DE MAYORES;NÚMERO;7659
001207;23103;02;04;HOMBRES SOCIOS DE LOS CENTROS DE MAYORES;NÚMERO;3373
001207;23103;02;29;HOMBRES PARTICIPANTES EN CLUB DE LECTURA INTERGENERACIONAL;NÚMERO;8
001207;23103;02;28;MUJERES PARTICIPANTES EN CLUB DE LECTURA INTERGENERACIONAL;NÚMERO;17
001207;23103;02;27;PERSONAS MAYORES PARTICIPANTES EN CLUB DE LECTURA INTERGENERACIONAL;NÚMERO;25
001207;23103;02;26;CREACIÓN CLUB DE LECTURA INTERGENERACIONAL;NÚMERO;1
001207;23103;02;25;HOMBRES PARTICIPANTES PROYECTO 'ABUELOS CON NIETOS A CARGO';NÚMERO;32
001207;23103;02;24;MUJERES PARTICIPANTES PROYECTO 'ABUELOS CON NIETOS A CARGO';NÚMERO;93
001207;23103;02;23;PARTICIPANTES PROYECTO 'ABUELOS CON NIETOS A CARGO';NÚMERO;125
001207;23103;02;22;ORGANIZACIÓN PROYECTO 'ABUELOS CON NIETOS A CARGO' DURANTE EL VERANO;NÚMERO;1
001207;23103;02;21;HOMBRES PARTICIPANTES TARDES CULTURALES CMM STA. ENGRACIA/BLASCO;NÚMERO;668
001207;23103;02;20;MUJERES PARTICIPANTES TARDES CULTURALES CMM STA. ENGRACIA/BLASCO;NÚMERO;1132
001207;23103;02;19;PARTICIPANTES TARDES CULTURALES CMM STA. ENGRACIA/BLASCO;NÚMERO;1800
001207;23103;02;18;ORGANIZACIÓN TARDES CULTURALES CMM STA. ENGRACIA/BLASCO;NÚMERO;40
001207;23103;02;17;PRENSA EN LOS DOS CENTROS DE MAYORES;NÚMERO;7240
001207;23103;02;16;COMIDAS SERVIDAS EN LOS COMEDORES DE LOS CENTROS DE MAYORES;NÚMERO;12000
001207;23103;02;15;HOMBRES VOLUNTARIOS EN LOS CENTROS DE MAYORES;NÚMERO;40
001207;23103;02;14;MUJERES VOLUNTARIAS EN LOS CENTROS DE MAYORES;NÚMERO;60
001207;23103;02;13;VOLUNTARIOS EN LOS CENTROS DE MAYORES;NÚMERO;100
001207;23103;02;12;HOMBRES PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;570
001207;23103;02;11;MUJERES PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;950
001207;23103;02;10;PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;1520
001207;23103;02;09;EXCURSIONES Y VISITAS SOCIO-CULTURALES REALIZADAS;NÚMERO;60
001207;23103;02;08;HOMBRES PARTICIPANTES EN TALLERES;NÚMERO;1950
001207;23103;02;07;MUJERES PARTICIPANTES EN TALLERES;NÚMERO;3850
001207;23103;02;06;PARTICIPANTES EN TALLERES;NÚMERO;5800
001207;23103;02;05;TALLERES Y ACTIVIDADES DE ENVEJECIMIENTO ACTIVO Y SALUDABLE REALIZADOS;NÚMERO;161
001207;23103;03;01;PARTICIPANTES DE LOS GRUPOS PROYECTO 'CUIDAR A QUIENES CUIDAN';NÚMERO;30
001207;23103;03;02;MUJERES PARTICIPANTES DE LOS GRUPOS PROYECTO 'CUIDAR A QUIENES CUIDAN';NÚMERO;27
001207;23103;03;03;HOMBRES PARTICIPANTES DE LOS GRUPOS PROYECTO 'CUIDAR A QUIENES CUIDAN';NÚMERO;3
001207;23103;03;04;SESIONES GRUPALES DE LOS GRUPOS PROYECTO 'CUIDAR A QUIENES CUIDAN';HORAS;36
001207;23103;03;05;USUARIOS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;10
001207;23103;03;06;MUJERES USUARIAS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;8
001207;23103;03;07;HOMBRES USUARIOS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;2
001207;23103;04;01;USUARIOS PLAZAS CENTROS DE ALZHEIMER DETERIORO COGNITIVO;NÚMERO;95
001207;23103;04;02;MUJERES USUARIAS PLAZAS CENTROS DE ALZHEIMER DETERIORO COGNITIVO;NÚMERO;73
001207;23103;04;03;HOMBRES USUARIOS PLAZAS CENTROS DE ALZHEIMER DETERIORO COGNITIVO;NÚMERO;22
001207;23103;04;04;USUARIOS CENTRO DÍA MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;80
001207;23103;04;05;MUJERES USUARIAS CENTRO DÍA MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;60
001207;23103;04;06;HOMBRES USUARIOS CENTRO DÍA MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;20
001207;23103;05;15;PLAZAS SOLICITADAS POR HOMBRES PARA RESIDENCIAS MUNICIPALES;NÚMERO;11
001207;23103;05;14;PLAZAS SOLICITADAS POR MUJERES PARA RESIDENCIAS MUNICIPALES;NÚMERO;14
001207;23103;05;13;PLAZAS SOLICITUDES PARA RESIDENCIAS MUNICIPALES;NÚMERO;25
001207;23103;05;12;PLAZAS SOLICITADAS POR HOMBRES EN RESIDENCIAS TEMPORALES DE MAYORES;NÚMERO;5
001207;23103;05;03;PLAZAS SOLICITADAS POR HOMBRES EN PISOS TUTELADOS Y APARTAMENTOS;NÚMERO;12
001207;23103;05;04;PLAZAS SOLICITADAS PARA RESIDENCIAS PÚBLICAS DE LA COMUNIDAD POR EMERGENCIA;NÚMERO;20
001207;23103;05;05;PLAZAS SOLICITADAS POR MUJERES PARA RESIDENCIAS PÚBLICAS DE LA COMUNIDAD POR EMERGENCIA;NÚMERO;12
001207;23103;05;06;PLAZAS SOLICITADAS POR HOMBRES PARA RESIDENCIAS PÚBLICAS DE LA COMUNIDAD POR EMERGENCIA;NÚMERO;8
001207;23103;05;07;PERSONAS BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ALOJAMIENTOS ALTERNATIVOS;NÚMERO;8
001207;23103;05;08;MUJERES BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ALOJAMIENTOS ALTERNATIVOS;NÚMERO;5
001207;23103;05;01;PLAZAS SOLICITADAS EN PISOS TUTELADOS Y APARTAMENTOS;NÚMERO;20
001207;23103;05;02;PLAZAS SOLICITADAS POR MUJERES EN PISOS TUTELADOS Y APARTAMENTOS;NÚMERO;8
001207;23103;05;11;PLAZAS SOLICITADAS POR MUJERES EN RESIDENCIAS TEMPORALES DE MAYORES;NÚMERO;30
001207;23103;05;10;PLAZAS SOLICITADAS EN RESIDENCIAS TEMPORALES DE MAYORES;NÚMERO;35
001207;23103;05;09;HOMBRES BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ALOJAMIENTOS ALTERNATIVOS;NÚMERO;3
001207;23103;06;01;CONTRATOS QUE INCLUYEN, ENTRE SUS CLÁUSULAS SOCIALES, DE IGUALDAD, FOMENTO DE LA CONCILIACIÓN Y CORRESPONSABILIDAD;NÚMERO;5
001207;23103;06;02;PERSONAS ADSCRITAS A LOS SERVICIOS CONTRATADOS;NÚMERO;21
001207;23103;06;03;MUJERES ADSCRITAS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;53
001207;23103;06;04;HOMBRES ADSCRITOS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;47
001207;23106;01;01;PERSONAS ATENDIDAS UNIDADES TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;2500
001207;23106;01;02;MUJERES ATENDIDAS UNIDADES TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;1600
001207;23106;01;03;HOMBRES ATENDIDOS UNIDADES TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;900
001207;23106;01;04;CASOS URGENTES ATENDIDOS U.T.S. PRIMERA ATENCIÓN;NÚMERO;150
001207;23106;01;05;MUJERES ATENDIDAS EN CASOS URGENTES U.T.S. PRIMERA ATENCIÓN;NÚMERO;110
001207;23106;01;06;HOMBRES ATENDIDOS EN CASOS URGENTES U.T.S. PRIMERA ATENCIÓN;NÚMERO;40
001207;23106;01;07;ENTREVISTAS REALIZADAS EN U.T.S. DE PRIMERA ATENCIÓN;NÚMERO;5000
001207;23106;01;08;MUJERES ENTREVISTADAS EN U.T.S. DE PRIMERA ATENCIÓN;NÚMERO;3950
001207;23106;01;13;HOMBRES ENTREVISTADOS EN U.T.S. DE PRIMERA ATENCIÓN;NÚMERO;4260
001207;23106;01;14;PERSONAS ATENDIDAS A TRAVÉS DE T.S. GRUPAL;NÚMERO;60
001207;23106;01;15;MUJERES ATENDIDAS A TRAVÉS DE T.S. GRUPAL;NÚMERO;45
001207;23106;01;16;HOMBRES ATENDIDOS A TRAVÉS DE T.S. GRUPAL;NÚMERO;15
001207;23106;01;17;GRUPOS REALIZADOS;NÚMERO;5
001207;23106;01;09;HOMBRES ENTREVISTADOS EN U.T.S. DE PRIMERA ATENCIÓN;NÚMERO;1050
001207;23106;01;10;UNIDADES FAMILIARES EN SEGUIMIENTO POR U.T.S. DE ZONA;NÚMERO;7800
001207;23106;01;11;ENTREVISTAS REALIZADAS EN U.T.S. DE ZONA;NÚMERO;11210
001207;23106;01;12;MUJERES ENTREVISTADAS EN U.T.S. DE PRIMERA ATENCIÓN;NÚMERO;6950
001207;23106;02;01;PERSONAS CON DISCAPACIDAD USUARIAS SERVICIO AYUDA DOMICILIO;NÚMERO;130
001207;23106;02;02;MUJERES CON DISCAPACIDAD USUARIAS SERVICIO AYUDA DOMICILIO;NÚMERO;80
001207;23106;02;07;HOMBRES BENEFICIARIOS PROYECTO PARA PERSONAS CON DISCAPACIDAD;NÚMERO;30
001207;23106;02;06;MUJERES BENEFICIARIAS PROYECTO PARA PERSONAS CON DISCAPACIDAD;NÚMERO;50
001207;23106;02;05;PERSONAS BENEFICIARIAS PROYECTO PARA PERSONAS CON DISCAPACIDAD;NÚMERO;80
001207;23106;02;04;PROYECTO PARA PERSONAS CON DISCAPACIDAD;NÚMERO;1
001207;23106;02;03;HOMBRES CON DISCAPACIDAD USUARIOS SERVICIO AYUDA DOMICILIO;NÚMERO;50
001207;23106;03;04;HOMBRES VOLUNTARIOS INCORPORADOS AL PROYECTO;NÚMERO;4
001207;23106;03;03;MUJERES VOLUNTARIAS INCORPORADAS AL PROYECTO;NÚMERO;8
001207;23106;03;02;VOLUNTARIOS INCORPORADOS AL PROYECTO;NÚMERO;12
001207;23106;03;01;PROYECTO PARA LA PROMOCIÓN DEL VOLUNTARIADO;NÚMERO;1
001207;23106;04;05;PARTICIPANTES PROYECTOS INTEGRACIÓN R.M.I.;NÚMERO;30
001207;23106;04;04;PROYECTOS INTEGRACIÓN SOCIOLABORAL DE R.M.I.;NÚMERO;1
001207;23106;04;03;HOMBRES PERCEPTORES DE RENTA MÍNIMA DE INSERCIÓN;NÚMERO;27
001207;23106;04;02;MUJERES PERCEPTORAS DE RENTA MÍNIMA DE INSERCIÓN;NÚMERO;93
001207;23106;04;01;PERCEPTORES DE RENTA MÍNIMA DE INSERCIÓN;NÚMERO;120
001207;23106;04;06;MUJERES PARTICIPANTES PROYECTOS INTEGRACIÓN R.M.I.;NÚMERO;20
001207;23106;04;07;HOMBRES PARTICIPANTES PROYECTOS INTEGRACIÓN R.M.I.;NÚMERO;10
001207;23106;04;08;BENEFICIARIOS AYUDAS ECONÓMICAS PUNTUALES Y DE EMERGENCIA SOCIAL;NÚMERO;15
001207;23106;04;09;MUJERES PERCEPTORAS DE AYUDAS ECONÓMICAS PUNTUALES Y DE EMERGENCIA SOCIAL;NÚMERO;6
001207;23106;04;10;HOMBRES PERCEPTORES DE AYUDAS ECONÓMICAS PUNTUALES Y DE EMERGENCIA SOCIAL;NÚMERO;9
001207;23106;04;11;BENEFICIARIOS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;135
001207;23106;04;12;MUJERES PERCEPTORAS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;80
001207;23106;04;13;HOMBRES PERCEPTORES DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;55
001207;23106;05;01;PROGRAMA DE INTERVENCIÓN SOCIOEDUCATIVA CON ADULTOS;NÚMERO;1
001207;23106;05;02;PERSONAS ATENDIDAS POR EL PROGRAMA SOCIOEDUCATIVO;NÚMERO;60
001207;23106;05;03;MUJERES ATENDIDAS POR EL PROGRAMA SOCIOEDUCATIVO;NÚMERO;45
001207;23106;05;04;HOMBRES ATENDIDOS POR EL PROGRAMA SOCIOEDUCATIVO;NÚMERO;15
001207;23106;06;01;CONTRATOS QUE INCLUYEN, ENTRE SUS CLÁUSULAS SOCIALES, DE IGUALDAD, FOMENTO DE LA CONCILIACIÓN Y CORRESPONSABILIDAD;NÚMERO;2
001207;23106;06;04;HOMBRES ADSCRITOS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;33
001207;23106;06;03;MUJERES ADSCRITAS A LOS SERVICIOS CONTRATADOS;PORCENTAJE;67
001207;23106;06;02;PERSONAS ADSCRITAS A LOS SERVICIOS CONTRATADOS;NÚMERO;6
001207;31101;01;09;CONTROL DE LA CORRECCIÓN DE DEFICIENCIAS DETECTADAS;PORCENTAJE;70
001207;31101;01;08;INFORMES SANITARIOS LICENCIAS URBANÍSTICAS Y REG. SANITARIOS;NÚMERO;5
001207;31101;01;07;EFICACIA OPERATIVA INSPEC. DENUNCIAS BROTES ALERTAS TIPO I Y II;PORCENTAJE;100
001207;31101;01;06;EFICACIA OPERATIVA TOMA DE MUESTRAS ALIMENTOS Y BEBIDAS;PORCENTAJE;100
001207;31101;01;05;TOMA DE MUESTRAS DE ALIMENTOS Y BEBIDAS;NÚMERO;60
001207;31101;01;04;EFICACIA OPERATIVA INSPECCIONES SEGURIDAD ALIMENTARIA;PORCENTAJE;100
001207;31101;01;03;AUDITORIAS DE SISTEMAS DE AUTOCONTROL (PCH Y APPCC);NÚMERO;6
001207;31101;01;02;INSPECCIONES EN MATERIA DE COMERCIO MINORISTA;NÚMERO;180
001207;31101;01;01;INSPECCIONES EN MATERIA DE RESTAURACIÓN COLECTIVA;NÚMERO;300
001207;31101;02;08;EFICACIA OPERATIVA INSPECC. DENUNCIAS Y ALERTAS;PORCENTAJE;100
001207;31101;02;07;EFICACIA OPER. INSPEC. ESC. Y CUIDADO/RECREO INFANT. Y ESTÉT.;PORCENTAJE;100
001207;31101;02;06;INSPEC. ESC. Y CUIDADO/RECREO INFANT. Y EST. ESTÉTICA/BELLEZA;NÚMERO;70
001207;31101;02;05;COMUNICACIÓN APERTURA TEMPORADA DE PISCINAS;NÚMERO;6
001207;31101;02;04;EFICACIA OPERATIVA TOMA DE MUESTRAS DE AGUA EN PISCINAS;PORCENTAJE;100
001207;31101;02;03;TOMA DE MUESTRAS DE AGUA EN PISCINAS;NÚMERO;6
001207;31101;02;02;EFICACIA OPERATIVA DE LAS INSPECCIONES EN PISCINAS;PORCENTAJE;100
001207;31101;02;01;INSPECCIONES EN PISCINAS;NÚMERO;25
001207;31101;03;04;DENUNCIAS TENENCIA ANIMALES Y PROTECCIÓN ANIMAL E INFORMES;NÚMERO;20
001207;31101;03;03;EFICACIA OPERATIVA INSPECCIONES PROTECCIÓN ANIMAL;PORCENTAJE;100
001207;31101;03;02;INSPECCIONES PROTECCIÓN ANIMAL;NÚMERO;20
001207;31101;03;01;CAMPAÑAS, OBSERVACIONES Y LICENCIAS;NÚMERO;70
001207;31101;04;03;MEDIDAS CAUTELARES Y PROVISIONALES ADOPTADAS;NÚMERO;40
001207;31101;04;02;PROPUESTAS INICIO EXPEDIENTES SANCIONADORES CONSUMO;NÚMERO;80
001207;31101;04;01;PROPUESTAS INICIO EXPEDIENTES SANCIONADORES SALUD PÚBLICA;NÚMERO;90
001207;31101;05;01;INSPECCION DE ESTABLECIMIENTOS EN MATERIA COVID;NÚMERO;400
001207;31101;05;02;CONTROL DE LA CORRECCION DE DEFICIENCIAS DETECTADAS;NÚMERO;80
001207;32301;01;01;ESCUELAS INFANTILES TITULARIDAD MUNICIPAL GESTIÓN INDIRECTA;NÚMERO;1
001207;32301;01;02;REUNIONES CON LAS ESCUELAS INFANTILES MUNICIPALES;NÚMERO;25
001207;32301;01;03;PLAZAS EN ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL;NÚMERO;90
001207;32301;01;04;ALUMNOS ESCOLARIZADOS EN ESCUELAS INFANTILES TITULARIDAD MUNICIPAL;PORCENTAJE;50
001207;32301;01;05;ALUMNAS ESCOLARIZADAS EN ESCUELAS INFANTILES TITULARIDAD MUNICIPAL;PORCENTAJE;50
001207;32301;01;06;DISTRIBUCIÓN DE ALUMNOS POR AULAS EN ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL;PORCENTAJE;50
001207;32301;01;07;DISTRIBUCIÓN DE ALUMNAS POR AULAS EN ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL;PORCENTAJE;50
001207;32301;01;08;MUJERES EMPLEADAS EN ESCUELA INFANTIL;NÚMERO;14
001207;32301;01;09;HOMBRES EMPLEADOS EN ESCUELA INFANTIL;NÚMERO;1
001207;32301;01;10;MUJERES EMPLEADAS EN PUESTOS DE COORDINACIÓN EN ESCUELAS INFANTILES;NÚMERO;2
001207;32301;01;11;EMPRESAS CON MEDIDAS DE FLEXIBILIDAD HORARA;PORCENTAJE;100
001207;32301;01;12;EMPRESAS CON PERMISOS REMUNERADOS PARA CUIDADO DE MENORES O MAYORES DEPENDIENTES;PORCENTAJE;100
001207;32301;01;13;EMPRESAS CON PLANES DE IGUALDAD;NÚMERO;1
001207;32301;01;14;EXENCIONES Y REDUCCIONES DE CUOTA EN ESCUELAS INFANTILES MUNICIPALES;NÚMERO;7
001207;32301;01;15;ALUMNOS CON EXENCIONES Y REDUCCIONES DE CUOTA EN ESCUELAS INFANTILES MUNICIPALES;NÚMERO;4
001207;32301;01;16;ALUMNAS CON EXENCIONES Y REDUCCIONES DE CUOTA EN ESCUELAS INFANTILES MUNICIPALES;NÚMERO;3
001207;32301;02;02;CENTROS EDUCATIVOS CON LIMPIEZA A CARGO DEL DISTRITO;NÚMERO;6
001207;32301;02;01;CENTROS EDUCATIVOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;6
001207;32301;02;07;C. EDUCATIVOS SIN BARRERAS ARQUITECTÓNICAS S/TOTAL COLEGIOS;PORCENTAJE;72
001207;32301;02;06;PLANES AUTOPROTEC. IMPLANTADOS C. EDUC. MANTENIM. DTO.;NÚMERO;6
001207;32301;02;05;C. EDUCATIVOS ADAPTADOS PARCIALMENTE NORMATIVA INCENDIOS;PORCENTAJE;100
001207;32301;02;04;SUPERF. LIBRE DE C. EDUCATIVOS MANTENIMIENTO DISTRITO;M2;6737
001207;32301;02;11;MUJERES EMPLEADAS EN PUESTOS DE COORDINACIÓN Y/O DIRECCIÓN EN EL CONTRATO DE LIMPIEZA RESPECTO DE HOMBRES;PORCENTAJE;67
