CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001210;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;
001210;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001210;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001210;31101;05;ALQUILER DE SERVICIOS HIGIÉNICOS PORTÁTILES PARA EL MERCADILLO.;
001210;32301;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS MENORES DE TRES AÑOS MEDIANTE LA CREACIÓN DE UNA RED DE ESCUELAS INFANTILES MUNICIPALES CON PROYECTO COEDUCATIVO CON PERSPECTIVA DE GÉNERO.;
001210;32301;02;GARANTIZAR Y SUPERVISAR EL ACCESO A LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID Y DE LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS RESPECTIVOS SERVICIOS DE APOYO A LA ESCOLARIZACIÓN.;
001210;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001210;32301;04;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REFORMA Y SEGURIDAD DE LOS MISMOS.;
001210;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR.;
001210;32501;02;ACTUACIONES DISTRITALES PARA PREVENIR EL ABSENTISMO ESCOLAR Y REDUCIR EL ABSENTISMO ESCOLAR.;
001210;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EDUCATIVAS CON PERSPECTIVA DE GÉNERO.;
001210;32601;02;PROMOVER LA PARTICIPACIÓN DE LA POBLACIÓN INFANTIL Y ADOLESCENTE EN LA VIDA DEL DISTRITO.;
001210;32601;03;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES ESCOLARES.;
001210;32601;04;FOMENTAR LA REALIZACIÓN DE ACTIVIDADES COMPLEMENTARIAS A LA ENSEÑANZA FUERA DEL CENTRO EDUCATIVO.;
001210;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN  EL  DISTRITO MEDIANTE LA ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS QUE SATISFAGAN LAS  NECESIDADES  DE  EXPRESIÓN  Y EL DESARROLLO DE CAPACIDADES DE LA CIUDADANÍA  DEL DISTRITO.;
001210;33401;02;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES.;
001210;34101;01;PROMOCIONAR LOS DEPORTES DE COMPETICIÓN ENTRE LA CIUDADANIA DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS.;
001210;34201;01;PONER A DISPOSICIÓN DE LOS CIUDADANOS UNA DIVERSIDAD DE INSTALACIONES  DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001210;34201;02;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS  ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS DEL DISTRITO.;
001210;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES  ACTUACIONES DE SEGURIDAD, REFORMA Y ACONDICIONAMIENTO.;
001210;49300;01;ASEGURAR Y GARANTIZAR EL CORRECTO EJERCICIO DE LOS SERVICIOS PRESTADOS  EN MATERIA DE CONSUMO EN ESTABLECIMIENTOS DEL DISTRITO, UN COMERCIO DE CALIDAD Y SEGURIDAD DE BIENES Y SERVICIOS INCORPORANDO LA PERSPECTIVA DE GÉNERO.;
001210;49300;02;GARANTIZAR   LOS   DERECHOS DE LAS PERSONAS CONSUMIDORAS Y USUARIAS MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN AL CONSUMIDOR (OMIC). FOMENTANDO LA FORMACIÓN DE PERSONAS CONSUMIDORAS Y DE EMPRESAS.  INCORPORANDO LA PERSPECTIVA DE GÉNERO.;
001210;49300;03;REFORZAR LA CALIDAD DE LA GESTIÓN DE EXPEDIENTES EN MATERIA DE COMERCIO Y CONSUMO.;
001210;91220;01;DIRECCIÓN POLÍTICA Y ADMINISTRATIVA, ASÍ COMO REPRESENTACIÓN INSTITUCIONAL MUNICIPAL, EN EL ÁMBITO DEL DISTRITO.;
001210;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL DISTRITO, MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001210;92001;02;CONTROLAR LA GESTIÓN ECONÓMICA MEDIANTE LAS LIQUIDACIONES EMITIDAS POR EL DISTRITO.;
001210;92001;03;EVACUAR INFORMES PARA ASISTIR JURÍDICAMENTE A LOS ÓRGANOS DE LA ADMINISTRACIÓN PÚBLICA.;
001210;92001;04;CONTABILIZAR LAS PROPUESTAS QUE SE ELEVAN A LOS ÓRGANOS COLEGIADOS.;
001210;92001;05;PROPUESTAS ELEVADAS A LOS ÓRGANOS UNIPERSONALES DEL DISTRITO.;
001210;92001;06;MEJORAR LA GESTIÓN DE EXPEDIENTES DE LICENCIA URBANÍSTICAS Y OTRAS AUTORIZACIONES.;
001210;92001;07;MEJORAR LA GESTIÓN DE EXPEDIENTES DE AUTORIZACIÓN DE OCUPACIONES DEL DOMINIO PÚBLICO LOCAL.;
001210;92001;08;CONTROLAR LA LEGALIDAD URBANÍSTICA Y EJERCER LA POTESTAD SANCIONADORA;
001210;92001;09;MANTENER LOS BIENES PROPIEDAD DEL AYUNTAMIENTO DE MADRID ADSCRITOS AL DISTRITO.;
001210;92001;10;PUBLICAR EN DIARIOS OFICIALES.;
001210;92001;11;INDEMNIZAR A VOCALES VECINOS.;
001210;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID.;
001210;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
001210;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN  CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS  CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001210;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS  PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS  CORRESPONDIENTES OBRAS DE REFORMA.;
001211;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001211;17102;01;ACTUACIONES EN LAS ZONAS VERDES DEL DISTRITO;
001211;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS E HIJAS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS Y LAS MENORES, Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR, LABORAL Y PERSONAL.;
001211;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001211;23102;03;IMPLICAR A LAS FAMILIAS EN LA CRIANZA Y EDUCACIÓN DE LOS HIJOS.;
001211;23102;04;APOYAR A FAMILIAS EN SITUACIÓN DE RIESGO POR PÉRDIDA DE VIVIENDA HABITUAL.;
001211;23103;01;GARANTIZAR LA ATENCIÓN LAS NECESIDADES DE MUJERES Y HOMBRES MAYORES DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001211;23103;02;ATENCIÓN A LAS PERSONAS MAYORES DEL DISTRITO CON VALORACIÓN DE DEPENDENCIA;
001211;23103;03;POTENCIAR LA PATICIPACIÓN DE LAS PERSONAS MAYORES EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO Y PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y TIEMPO LIBRE SALUDABLE.;
001211;23103;04;APOYAR A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LAS PERSONAS MAYORES QUE PRECISAN CUIDADOS.;
001211;23103;05;ATENDER A LAS PERSONAS MAYORES AFECTADAS DE ALZHEIMER, DETERIORO COGNITIVO, FÍSICO O RELACIONAL MEDIANTE LOS CENTROS DE DÍA MUNICIPALES.;
001211;23103;06;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS MAYORES QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE ALOJAMIENTOS ALTERNATIVOS.;
001211;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LOS CIUDADANOS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001211;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001211;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;
001211;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001211;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001211;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;
001211;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001211;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001211;32301;01;GARANTIZAR LAS CONDICIONES DE USO DE LOS CENTROS EDUCATIVOS MEDIANTE LAS CORREPONDIENTES ACCIONES DE LIMPIEZA, MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS.;
001211;32301;02;GESTIÓN DE LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID.;
001211;32301;03;COLABORAR CON LA COMUNIDAD EDUCATIVA EN EL PROCESO DE ADMISIÓN DE ALUMNOS EN LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS SERVICIOS DE APOYO A LA ESCOLARIDAD.;
001211;32301;04;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001211;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR.;
001211;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EDUCATIVAS.;
001211;32601;02;IMPLEMENTAR ACTIVIDADES ESPECIFICAS DE IGUALDAD Y BUEN TRATO ENTRE LAS PERSONAS;
001211;32601;03;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES Y CONCURSOS ESCOLARES.;
001211;32601;04;ANALIZAR Y PROFUNDIZAR EN LAS NECESIDADES EDUCATIVAS DEL DISTRITO.;
001211;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES CULTURALES.;
001211;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS.;
001211;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES.;
001211;33401;04;MEJORAR LA DISPONIBILIDAD Y CALIDAD DE LAS INSTALACIONES Y EQUIPAMIENTOS DE LOS CENTROS CULTURALES Y AUDITORIOS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001211;34101;01;PROMOCIONAR LOS DEPORTES ENTRE LOS VECINOS DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVA.;
001211;34101;02;FOMENTAR LA PRÁCTICA DEL DEPORTE EN LA POBLACIÓN ESCOLAR DEL DISTRITO A TRAVÉS DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA EN CENTROS ESCOLARES.;
001211;34201;01;PONER A DISPOSICIÓN DE LOS CIUDADANOS UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001211;34201;02;FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS DEL DISTRITO.;
001211;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001211;49300;01;EFECTUAR LABORES DE INSPECCIÓN Y CONTROL DE LOS ESTABLECIMIENTOS COMERCIALES PARA FOMENTAR UN COMERCIO DE CALIDAD Y LA SEGURIDAD DE LOS BIENES Y SERVICIOS.;
001211;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE LAS RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN AL CONSUMIDOR (OMIC).;
001211;49300;03;REFORZAR LA CALIDAD DE LOS SERVICIOS MUNICIPALES DE CONSUMO.;
001211;91220;01;ATENDER LAS FUNCIONES PROPIAS QUE LA NORMATIVA VIGENTE ATRIBUYE A LOS CONCEJALES PRESIDENTES DEL DISTRITO.;
001211;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DE LA JUNTA MUNICIPAL, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001211;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;
001211;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO, COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DE ÉL, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;
001211;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS URBANISTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001211;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001211;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA MEDIANTE LA GESTIÓN DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001211;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO.;
001211;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
001211;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001211;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA.;
001212;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001212;17102;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS ZONAS VERDES QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001212;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS E HIJAS  MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL.;
001212;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001212;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001212;23103;02;POTENCIAR LA PARTICIPACIÓN DE LAS PERSONAS MAYORES EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;
001212;23103;03;APOYAR A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES.;
001212;23103;04;ATENDER A LOS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES.;
001212;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE ALOJAMIENTOS ALTERNATIVOS.;
001212;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LA CIUDADANÍA EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001212;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS  FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001212;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;
001212;23106;04;ATENDER LAS NECESIDADES DE LAS PERSONAS SIN HOGAR MEDIANTE  LA INTERVENCIÓN SOCIAL Y LAS AYUDAS ECONÓMICAS QUE FAVOREZCAN SU INTEGRACIÓN SOCIAL.;
001212;23106;05;PROMOVER UNA INTERVENCIÓN SOCIO COMUNITARIA Y DINAMIZADORA ORIENTADA A PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL Y FOMENTAR LA COHESIÓN SOCIAL EN EL DISTRITO.;
001212;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001212;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001212;31101;02;MEJORAR EL CONTROL  DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS  ESTABLECIMIENTOS CON INCIDENCIA  DIRECTA  SOBRE  LA SALUD PÚBLICA  (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING  Y TATUAJE, CENTROS DE CUIDADO  Y RECREO INFANTIL, PISCINAS).;
001212;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001212;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001212;32301;01;COLABORAR CON LA ADMINISTRACIÓN EDUCATIVA MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN EL SERVICIO DE APOYO A LA ESCOLARIZACIÓN (S.A.E.) DEL DISTRITO.;
001212;32301;02;POTENCIAR UNA NUEVA CULTURA DE LA INFANCIA POSITIVA Y PROPIA, QUE REPRESENTE EL MODO DE SER Y DE ESTAR EN EL MUNDO DE LOS NIÑOS Y LAS NIÑAS, OFRECIENDO UNA RED DE ESCUELAS Y DE EDUCACIÓN INFANTIL AL SERVICIO DE TODOS LOS CIUDADANOS Y CIUDADANAS.;
001212;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001212;32301;04;CONSERVAR LOS CENTROS DOCENTES MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO.;
001212;32301;05;GARANTIZAR UN CORRECTO ESTADO LOS CENTROS DOCENTES PARA SERVIR AL USO DESTINADO, MEDIANTE LAS CORRESPONDIENTES OBRAS DE CONSERVACIÓN, REPARACIÓN Y ACONDICIONAMIENTO, OBTENIENDO LAS CONDICIONES NECESARIAS PARA LA SEGURIDAD DE LOS USUARIOS Y TRABAJADORES DE LOS CENTROS DOCENTES PÚBLICOS Y LA ACCESIBILIDAD A LOS MISMOS.;
001212;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR.;
001212;32501;02;PROPICIAR EL ACERCAMIENTO A LOS CENTROS EDUCATIVOS DE COLECTIVOS VULNERABLES, CON DIFICULTADES DE INTEGRACIÓN SOCIAL Y ESCOLAR.;
001212;32501;03;PROMOVER EL ÉXITO ESCOLAR TRATANDO LOS PROBLEMAS Y DIFICULTADES FUNCIONALES Y TRASTORNOS DEL APRENDIZAJE DEL ALUMNADO, PREVENIR EL ABANDONO ESCOLAR Y MEJORAR LA CONVIVENCIA EN LOS CENTROS EDUCATIVOS.;
001212;32601;01;PROMOVER EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EXTRAESCOLARES, FORMATIVAS Y DE OCIO Y TIEMPO LIBRE Y FAVORECER LA CONCILIACIÓN LABORAL Y FAMILIAR.;
001212;32601;02;CONSERVAR LA ESCUELA MUNICIPAL DE MÚSICA DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO.;
001212;32601;03;GARANTIZAR UN CORRECTO ESTADO DE LA ESCUELA MUNICIPAL DE MÚSICA PARA SERVIR AL USO DESTINADO, MEDIANTE LAS CORRESPONDIENTES OBRAS DE CONSERVACIÓN, REPARACIÓN Y ACONDICIONAMIENTO, OBTENIENDO  LAS CONDICIONES NECESARIAS PARA  LA SEGURIDAD DE LOS USUARIOS  Y TRABAJADORES DE LA ESCUELA MUNICIPAL DE MÚSICA Y LA ACCESIBILIDAD A LA MISMA.;
001212;32601;04;EDUCAR PARA LA PARTICIPACIÓN INFANTIL Y ADOLESCENTE Y CONSTITUIR ESTRUCTURAS FORMALES DE PARTICIPACIÓN DE INFANCIA Y ADOLESCENCIA.;
001212;32601;05;CONCEDER SUBVENCIONES A CENTROS EDUCATIVOS NO UNIVERSITARIOS DEL DISTRITO DE USERA PARA PROYECTOS  DE INNOVACIÓN EDUCATIVA.;
001212;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES CULTURALES.;
